"","blog.txt","news.txt","twitter.txt"
"300",4,19,0
"3000",1,8,0
"30000",1,3,0
"300000",1,3,0
"305",1,1,0
"30th",4,2,0
"31000",1,1,0
"31st",1,2,0
"34%",1,1,0
"340",1,3,0
"35%",2,2,0
"350",5,4,0
"356",1,1,0
"35mm",1,1,0
"36000",1,1,0
"365",2,1,0
"390",1,2,0
"399",1,1,0
"3rd",4,6,0
"400",7,22,0
"40000",4,1,0
"40s",1,3,0
"410",1,3,0
"413",1,1,0
"420",1,2,0
"425",1,2,0
"450",2,6,0
"4500",1,3,0
"458",2,1,0
"47%",1,1,0
"48th",1,1,0
"4th",4,1,0
"50%",4,3,0
"500",8,16,0
"5000",2,14,0
"50000",3,6,0
"500000",1,6,0
"50s",1,1,0
"50th",3,7,0
"525",1,1,0
"588",1,1,0
"5th",6,1,0
"600",3,12,0
"6000",2,2,0
"60000",2,3,0
"60s",2,3,0
"650",1,2,0
"670",1,3,0
"680",1,2,0
"6th",7,4,0
"70%",1,1,0
"700",4,14,0
"7000",2,2,0
"70000",1,2,0
"707",1,3,0
"70s",2,3,0
"711",2,1,0
"750",1,2,0
"7500",1,1,0
"75000",1,4,0
"79000",1,1,0
"7th",4,3,0
"800",1,13,0
"8000",2,5,0
"80000",1,3,0
"808",1,1,0
"80s",2,3,0
"875",2,3,0
"892",1,1,0
"8th",7,2,0
"90%",6,1,0
"900",2,1,0
"9000",1,3,0
"90s",3,1,0
"911",2,3,0
"916",1,2,0
"939",1,1,0
"975",1,2,0
"995",1,1,0
"9th",2,4,0
"a's",2,4,0
"abandon",3,1,0
"abandoned",6,8,0
"abandonment",3,2,0
"abbey",3,3,0
"abc",2,4,0
"abcs",1,1,0
"abduction",1,1,0
"abe",1,3,0
"aberdeen",2,2,0
"aberration",1,1,0
"abhorrent",1,1,0
"abiding",1,3,0
"abilities",3,2,0
"ability",28,25,0
"able",105,76,0
"abolished",1,1,0
"abortion",6,4,0
"abortions",1,4,0
"abound",2,2,0
"about",938,633,0
"about?",5,1,0
"about10",1,1,0
"about2",1,1,0
"about4",1,1,0
"aboutinches",2,2,0
"aboutminutes",4,5,0
"above",65,21,0
"abroad",1,2,0
"abruptly",1,1,0
"absence",8,7,0
"absent",3,3,0
"absolute",8,7,0
"absolutely",35,16,0
"absorbed",7,1,0
"abstinence",1,1,0
"abstract",3,2,0
"absurd",2,1,0
"abundance",7,4,0
"abuse",15,27,0
"abused",2,7,0
"abusers",3,2,0
"abv",5,1,0
"abyss",2,1,0
"academic",3,10,0
"academy",4,20,0
"accelerate",2,1,0
"accelerated",1,2,0
"accelerating",1,2,0
"accelerator",1,1,0
"accent",3,2,0
"accented",1,3,0
"accents",6,2,0
"accept",21,20,0
"acceptable",2,5,0
"acceptance",2,1,0
"accepted",12,6,0
"accepting",8,8,0
"access",25,25,0
"accessed",1,2,0
"accessible",3,3,0
"accessing",1,1,0
"accessories",4,5,0
"accident",6,9,0
"accidentally",1,5,0
"accidents",3,3,0
"acclaim",1,2,0
"acclaimed",1,1,0
"accompanied",9,6,0
"accompanies",1,2,0
"accompany",5,3,0
"accomplish",6,3,0
"accomplished",6,7,0
"accomplishments",1,2,0
"accord",1,3,0
"according",44,147,0
"accordingly",2,3,0
"account",12,17,0
"accountable",1,2,0
"accountant",3,3,0
"accounted",2,5,0
"accounting",2,3,0
"accounts",9,13,0
"accumulating",1,1,0
"accumulation",1,1,0
"accuracy",3,2,0
"accurate",10,4,0
"accusation",1,1,0
"accusations",4,2,0
"accuse",4,2,0
"accused",9,24,0
"accusing",2,1,0
"accustomed",3,4,0
"achieve",12,7,0
"achieved",10,4,0
"achievement",2,6,0
"achievements",1,1,0
"achilles",1,1,0
"achilles'",1,1,0
"acidity",1,5,0
"acknowledge",10,7,0
"acknowledged",4,11,0
"acoustic",2,3,0
"acquainted",2,1,0
"acquire",1,4,0
"acquired",4,5,0
"acquisition",1,1,0
"acquisitions",1,2,0
"acquitted",1,1,0
"acres",3,9,0
"acronym",1,1,0
"across",70,71,0
"acrylic",3,1,0
"act",34,35,0
"acta",1,3,0
"acted",3,6,0
"acting",11,13,0
"action",47,40,0
"action""",1,1,0
"actions",11,9,0
"activated",2,2,0
"activation",1,1,0
"active",14,19,0
"actively",8,1,0
"activism",4,1,0
"activist",3,7,0
"activists",5,8,0
"activities",17,19,0
"activity",19,15,0
"actor",8,14,0
"actors",6,11,0
"actress",3,5,0
"acts",11,6,0
"actual",23,8,0
"actuality",2,1,0
"actually",141,52,0
"acute",2,2,0
"adam",8,12,0
"adams",7,24,0
"adapt",6,2,0
"adapted",4,3,0
"adaptive",1,2,0
"add",100,65,0
"added",63,65,0
"addiction",2,1,0
"adding",27,20,0
"addison",2,2,0
"addition",40,31,0
"additional",17,38,0
"additionally",4,3,0
"additions",2,2,0
"address",18,17,0
"addressed",6,5,0
"addresses",1,3,0
"addressing",5,1,0
"adds",8,14,0
"adequate",1,1,0
"adjacent",1,5,0
"adjust",3,3,0
"adjustable",1,1,0
"adjusted",2,4,0
"adjustment",4,3,0
"adjustments",7,1,0
"administer",2,2,0
"administered",1,3,0
"administration",16,40,0
"administration's",1,3,0
"administrative",2,6,0
"administrator",4,6,0
"administrators",1,6,0
"admired",4,1,0
"admission",3,15,0
"admissions",1,1,0
"admit",32,2,0
"admits",1,4,0
"admitted",5,12,0
"admittedly",5,3,0
"admitting",2,1,0
"admonish",1,1,0
"ado",1,1,0
"adolescent",1,2,0
"adolescents",1,2,0
"adopt",7,3,0
"adoptable",1,1,0
"adopted",8,3,0
"adopting",2,1,0
"adoption",5,8,0
"adoptions",1,1,0
"adoptive",4,1,0
"adrian",2,1,0
"ads",3,11,0
"adult",22,16,0
"adulthood",2,1,0
"adults",10,12,0
"advance",9,20,0
"advanced",9,10,0
"advances",2,1,0
"advantage",7,26,0
"advantages",2,2,0
"advent",10,3,0
"adventure",14,5,0
"adventures",11,2,0
"adventurous",1,2,0
"adversary",1,1,0
"advertise",1,1,0
"advertisements",2,1,0
"advertises",1,2,0
"advertising",12,10,0
"advice",17,13,0
"advise",3,1,0
"advised",3,2,0
"adviser",3,5,0
"advising",2,2,0
"advisor",1,1,0
"advisors",1,1,0
"advisory",1,7,0
"advocate",3,6,0
"advocates",2,10,0
"advocating",2,2,0
"aerodynamic",1,1,0
"aesthetic",4,1,0
"aesthetics",2,1,0
"affair",8,6,0
"affairs",9,12,0
"affect",10,9,0
"affected",4,11,0
"affecting",3,1,0
"affects",4,3,0
"affiliate",1,3,0
"affiliated",4,2,0
"affluent",2,1,0
"afford",11,4,0
"affordable",3,8,0
"afforded",3,1,0
"afghan",4,9,0
"afghanistan",8,16,0
"afghans",1,2,0
"aflame",1,1,0
"afloat",1,3,0
"afraid",18,12,0
"africa",24,7,0
"african",25,16,0
"after",408,457,0
"after30",1,1,0
"aftermath",1,1,0
"afternoon",31,37,0
"afterthought",1,1,0
"afterward",2,7,0
"afterwards",6,1,0
"again",211,84,0
"again""",2,5,0
"again?",2,1,0
"against",105,196,0
"agave",1,1,0
"age",43,45,0
"aged",9,3,0
"agencies",1,20,0
"agency",10,50,0
"agenda",6,4,0
"agent",16,20,0
"agents",2,12,0
"ages",11,12,0
"aggression",2,1,0
"aggressive",8,9,0
"aging",1,7,0
"ago",109,102,0
"agree",15,10,0
"agreed",14,33,0
"agreement",5,28,0
"agreements",1,2,0
"agrees",3,2,0
"agricultural",2,6,0
"agriculture",3,1,0
"ahead",24,39,0
"aheadù",1,1,0
"ahh",2,1,0
"ahmad",2,2,0
"aid",12,15,0
"aide",1,4,0
"aided",2,2,0
"aides",1,2,0
"aids",5,1,0
"aim",6,4,0
"aimed",7,7,0
"aiming",3,2,0
"aims",1,2,0
"ain't",5,2,0
"ainch",4,2,0
"air",56,47,0
"airborne",1,1,0
"aircraft",4,12,0
"aired",3,3,0
"airline",2,9,0
"airlines",2,15,0
"airplane",2,4,0
"airport",13,18,0
"airtight",1,1,0
"airways",1,1,0
"aisle",3,3,0
"aka",9,2,0
"akron",1,6,0
"alabama",2,9,0
"alain",1,1,0
"alameda",1,1,0
"alan",8,6,0
"alarm",12,6,0
"alarming",1,3,0
"alas",5,1,0
"alaska",4,6,0
"albeit",6,3,0
"albert",6,6,0
"album",27,21,0
"albums",4,1,0
"alcohol",21,14,0
"alcoholic",5,3,0
"ale",10,4,0
"alert",2,8,0
"alerted",1,1,0
"alerts",2,2,0
"alex",4,13,0
"alexander",2,7,0
"alexandra",3,1,0
"alexandria",2,2,0
"alfred",1,1,0
"alfredo",1,1,0
"algae",4,5,0
"ali",2,4,0
"alicia",2,1,0
"alien",3,1,0
"aliens",3,3,0
"align",2,2,0
"aligned",2,1,0
"alike",5,6,0
"alison",1,1,0
"alive",26,16,0
"all",1159,489,2
"allù",1,2,0
"allegations",3,2,0
"alleged",3,15,0
"allegedly",3,6,0
"allen",2,11,0
"allergy",1,2,0
"alleviate",3,2,0
"alley",5,2,0
"alliance",4,7,0
"allied",1,3,0
"allies",2,8,0
"allotted",2,1,0
"allow",35,36,0
"allowance",1,4,0
"allowed",22,48,0
"allowing",12,24,0
"allows",19,14,0
"allstate",1,2,0
"allude",1,1,0
"allure",2,2,0
"ally",3,1,0
"almighty",4,1,0
"almond",2,4,0
"almonds",5,2,0
"almost",116,66,0
"aloha",2,2,0
"alone",39,22,0
"along",112,72,0
"alongside",8,4,0
"aloud",3,2,0
"alpha",2,1,0
"alphabet",1,1,0
"alpine",1,2,0
"already",102,90,0
"also",451,452,0
"altar",3,3,0
"alterations",2,1,0
"altered",4,2,0
"alternate",5,3,0
"alternately",1,1,0
"alternative",12,14,0
"alternatives",1,3,0
"although",89,47,0
"altitude",2,3,0
"alto",3,5,0
"altogether",4,3,0
"aluminum",2,4,0
"alumni",1,3,0
"alvin",1,1,0
"always",230,95,1
"alyssa",2,1,0
"amanda",1,3,0
"amateur",4,4,0
"amazing",65,17,0
"amazingly",5,1,0
"amazon",17,1,0
"amazoncom",3,1,0
"ambassador",5,7,0
"ambassadors",2,1,0
"amber",1,8,0
"ambiance",1,2,0
"ambition",2,1,0
"ambitions",1,4,0
"ambitious",2,5,0
"ambulance",1,5,0
"amc",1,2,0
"amend",1,1,0
"amendment",1,13,0
"america",36,46,0
"america's",6,6,0
"america""",1,4,0
"american",73,104,0
"americana",2,1,0
"americans",22,38,0
"amid",1,16,0
"amish",1,1,0
"amiss",1,1,0
"ammunition",1,1,0
"among",54,90,0
"amount",33,39,0
"amounts",12,7,0
"ample",3,1,0
"amused",1,1,0
"amusing",3,1,0
"amy",6,6,0
"anaheim",1,5,0
"analogy",5,2,0
"analysis",8,10,0
"analyze",2,3,0
"analyzed",3,2,0
"anarchists",1,1,0
"anarchy",1,1,0
"anatomy",1,1,0
"anchor",5,2,0
"anchored",3,2,0
"ancient",26,2,0
"and",9040,6740,2
"and2",1,1,0
"anderson",2,13,0
"andr„©",1,1,0
"andre",1,4,0
"andreas",1,3,0
"andres",1,2,0
"andrew",12,10,0
"andrews",4,1,0
"android",1,4,0
"andy",2,7,0
"andyear",1,1,0
"ange",1,1,0
"angel",17,6,0
"angela",1,2,0
"angeles",5,37,0
"angelina",2,2,0
"angels",11,5,0
"anger",19,7,0
"angle",5,1,0
"angles",4,2,0
"anglo",7,1,0
"angrily",2,1,0
"angry",19,6,0
"angst",2,2,0
"animal",20,7,0
"animals",20,18,0
"animated",6,1,0
"animation",5,1,0
"anita",1,4,0
"ankle",2,5,0
"ann",14,10,0
"ann's",2,1,0
"anna",8,9,0
"anne",3,5,0
"annette",1,2,0
"annie",4,1,0
"annie's",1,2,0
"anniversary",10,13,0
"announce",4,4,0
"announced",11,49,0
"announcement",3,7,0
"announcements",2,2,0
"announces",1,1,0
"announcing",3,5,0
"annoyed",1,1,0
"annoying",10,1,0
"annual",11,43,0
"annually",3,8,0
"anonymous",5,2,0
"another",216,168,1
"answer",42,27,0
"answered",11,10,0
"answering",1,2,0
"answers",13,7,0
"antelope",1,2,0
"anthem",2,3,0
"anthology",1,1,0
"anthony",5,14,0
"anti",25,9,0
"antibiotic",2,3,0
"antibiotics",4,2,0
"anticipate",1,2,0
"anticipated",1,8,0
"anticipation",3,2,0
"antics",1,2,0
"antidote",1,2,0
"antioch",1,1,0
"antioxidants",1,2,0
"antique",6,1,0
"anton",1,1,0
"antonio",2,7,0
"anxiety",7,5,0
"anxious",5,1,0
"any",309,184,0
"anybody",8,17,0
"anyear",1,1,0
"anymore",19,9,0
"anyone",90,46,0
"anyone's",3,2,0
"anything",143,56,0
"anythingù",1,3,0
"anytime",4,7,1
"anyway",62,8,0
"anywhere",19,10,0
"apaches",1,2,0
"apart",26,11,0
"apartù",1,1,0
"apartment",21,15,0
"apartments",5,4,0
"apathy",1,1,0
"apollo",1,3,0
"apologies",6,3,0
"apologize",2,2,0
"apologized",2,2,0
"apology",1,1,0
"apostles",2,2,0
"app",9,7,0
"appalachian",1,1,0
"appalled",2,3,0
"appalling",2,1,0
"apparent",1,10,0
"apparently",36,17,0
"appeal",11,17,0
"appealed",1,4,0
"appealing",6,2,0
"appeals",1,16,0
"appear",17,22,0
"appearance",15,13,0
"appearances",4,12,0
"appeared",15,16,0
"appearing",4,1,0
"appears",24,22,0
"appease",2,1,0
"appetite",4,1,0
"appetizers",1,2,0
"applaud",1,4,0
"applauded",1,3,0
"applause",1,4,0
"apple",18,15,0
"apples",9,2,0
"appliances",2,1,0
"applicants",3,2,0
"application",16,7,0
"applications",5,6,0
"applied",8,9,0
"applies",4,5,0
"apply",14,10,0
"applying",3,6,0
"appoint",1,2,0
"appointed",4,10,0
"appointing",1,2,0
"appointment",12,7,0
"appointments",4,6,0
"appreciate",17,6,0
"appreciated",7,4,0
"appreciates",1,1,0
"appreciation",5,4,0
"apprehension",1,1,0
"apprentices",2,1,0
"approach",26,26,0
"approached",5,8,0
"approaches",4,1,0
"approaching",12,2,0
"appropriate",12,9,0
"appropriately",2,4,0
"approval",7,16,0
"approve",3,8,0
"approved",7,23,0
"approving",1,3,0
"approximately",12,5,0
"apricot",1,2,0
"april",42,76,0
"apt",3,2,0
"aquino",2,1,0
"arab",2,1,0
"arabia",4,3,0
"arabic",2,1,0
"arbitrary",2,1,0
"arc",1,2,0
"arcade",3,1,0
"arcadia",1,1,0
"arch",3,1,0
"archaeology",1,1,0
"architect",2,7,0
"architects",3,4,0
"architectural",1,6,0
"architecture",5,5,0
"archives",4,2,0
"arctic",3,1,0
"are",1499,1119,1
"area",46,113,0
"areas",19,33,0
"aren't",37,29,0
"arena",5,23,0
"ares",1,1,0
"argentina",1,3,0
"arguably",4,2,0
"argue",9,6,0
"argued",6,11,0
"argues",1,2,0
"arguing",4,3,0
"argument",13,9,0
"arguments",4,10,0
"arise",2,2,0
"aristocrat",1,1,0
"arizona",4,47,0
"arizona's",1,7,0
"ark",3,2,0
"arkansas",2,4,0
"arlington",1,2,0
"arm",19,13,0
"armed",9,5,0
"armor",5,1,0
"arms",22,17,0
"armstrong",1,1,0
"army",17,19,0
"army's",1,2,0
"arnold",1,6,0
"aroma",6,3,0
"aromatic",1,1,0
"arose",1,2,0
"around",275,137,0
"around30",1,1,0
"aroused",1,2,0
"arrange",5,5,0
"arranged",4,5,0
"arrangement",3,7,0
"arrangements",2,1,0
"array",5,4,0
"arrest",2,17,0
"arrested",9,34,0
"arrests",3,6,0
"arrival",6,4,0
"arrive",17,6,0
"arrived",12,17,0
"arrives",5,2,0
"arriving",3,7,0
"arrow",2,1,0
"arroyo",1,2,0
"arsenal",1,4,0
"art",54,55,0
"art""",1,4,0
"artful",1,1,0
"arthritis",1,1,0
"arthur",4,5,0
"article",55,7,0
"articles",11,4,0
"articlesectionof",1,1,0
"articulate",1,2,0
"artie",1,1,0
"artifacts",1,2,0
"artificial",2,1,0
"artisan",1,1,0
"artisanal",1,2,0
"artist",20,13,0
"artistic",3,7,0
"artists",16,11,0
"arts",16,28,0
"artsy",1,1,0
"artwalk",1,1,0
"artwork",5,3,0
"asbury",1,1,0
"ascend",1,1,0
"ascended",1,1,0
"ascension",1,1,0
"ash",2,2,0
"ashamed",3,1,0
"ashley",1,3,0
"ashton",1,2,0
"asia",6,4,0
"asian",7,5,0
"aside",19,21,0
"ask",80,46,0
"asked",94,79,0
"asking",27,25,0
"asks",20,9,0
"asleep",12,4,0
"asparagus",1,5,0
"aspect",11,6,0
"aspects",6,3,0
"aspirations",2,2,0
"aspiring",2,1,0
"assad",1,3,0
"assault",8,9,0
"assaulted",1,3,0
"assaulting",1,6,0
"assembled",2,1,0
"assembles",1,1,0
"assemblies",1,2,0
"assembly",3,14,0
"assemblyman",2,3,0
"assertions",2,1,0
"assertive",2,1,0
"assess",6,1,0
"asset",5,5,0
"assigned",3,7,0
"assignment",4,5,0
"assignments",3,2,0
"assimilation",2,1,0
"assist",6,9,0
"assistance",5,8,0
"assistant",8,30,0
"assisted",3,3,0
"assists",2,10,0
"associate",2,7,0
"associated",12,18,0
"associates",2,7,0
"association",13,43,0
"assorted",3,3,0
"assortment",2,2,0
"assume",8,6,0
"assumed",5,1,0
"assuming",4,1,0
"assumption",2,4,0
"assumptions",5,2,0
"assure",2,2,0
"assured",6,4,0
"asthma",2,3,0
"astonishing",1,1,0
"astounded",1,1,0
"astray",1,1,0
"astronaut",2,1,0
"astronomical",2,1,0
"astute",1,1,0
"asylum",7,2,0
"at&t",1,7,0
"at11",1,2,0
"at15",1,3,0
"at30",1,20,0
"at50",1,1,0
"atam",1,7,0
"athletes",3,11,0
"athletic",1,15,0
"athletics",1,10,0
"atin",1,2,0
"atlanta",5,20,0
"atlantic",7,22,0
"atlantis",1,2,0
"atmosphere",5,6,0
"atmospheric",2,3,0
"atomic",1,1,0
"atoms",2,1,0
"atop",2,4,0
"atpm",2,16,0
"attach",3,2,0
"attached",5,2,0
"attaches",1,1,0
"attack",15,29,0
"attacked",10,7,0
"attackers",3,1,0
"attacking",3,3,0
"attacks",10,21,0
"attempt",21,21,0
"attempted",10,11,0
"attempting",4,5,0
"attempts",6,12,0
"attend",20,15,0
"attendance",3,7,0
"attendant",2,1,0
"attended",7,17,0
"attendees",2,1,0
"attending",4,7,0
"attention",34,36,0
"attic",3,2,0
"attire",1,2,0
"attitude",16,4,0
"attitudes",5,1,0
"attorney",6,42,0
"attract",4,7,0
"attracted",3,3,0
"attracting",3,3,0
"attraction",2,7,0
"attractive",6,6,0
"attracts",1,5,0
"attributed",2,6,0
"attributes",6,5,0
"atwood",1,1,0
"aubrey",1,2,0
"auction",3,7,0
"auctions",1,1,1
"audience",18,22,0
"audiences",3,3,0
"audio",6,6,0
"audit",2,7,0
"august",11,25,0
"aunt",2,3,0
"aurora",1,1,0
"austin",8,12,0
"australia",8,2,0
"australian",3,3,0
"austria",2,3,0
"authentic",9,1,0
"authenticity",1,2,0
"author",34,17,0
"author's",4,3,0
"authorities",6,30,0
"authority",12,20,0
"authors",14,7,0
"autism",4,4,0
"autistic",3,1,0
"auto",4,13,0
"autograph",1,1,0
"automated",1,4,0
"automatic",4,7,0
"automatically",9,5,0
"automobile",3,2,0
"automotive",1,3,0
"autonomy",1,1,0
"autumn",6,1,0
"auxiliary",1,2,0
"avail",1,1,0
"available",49,68,0
"available?",1,1,0
"avalon",1,2,0
"avant",1,2,0
"avatar",4,2,0
"ave",5,15,0
"ave""",1,1,0
"avenue",9,42,0
"avenues",2,6,0
"average",19,51,0
"aviary",1,1,0
"avid",1,3,0
"aviv",2,1,0
"avoid",23,22,0
"avoided",1,5,0
"avoiding",3,1,0
"avon",1,2,0
"await",3,1,0
"awaiting",3,4,0
"awake",8,1,0
"awakening",2,1,0
"award",15,19,0
"awarded",3,10,0
"awards",9,23,0
"aware",28,18,0
"awareness",4,8,0
"away",190,75,0
"away""",1,8,0
"awe",6,3,0
"awesome",23,3,0
"awesomeù",1,1,0
"awful",4,2,0
"awfully",1,2,0
"awhile",9,2,0
"awkward",5,5,0
"awkwardness",1,1,0
"axe",1,1,0
"ayear",3,4,0
"ayurvedic",1,1,0
"aziz",1,1,0
"babe",1,1,0
"babes",2,1,0
"babies",16,5,0
"baby",82,17,0
"baby's",6,1,0
"baby?",1,1,0
"bachelor",3,2,0
"bachelorette",2,1,0
"back",411,239,0
"backù",2,1,0
"backdoor",1,1,0
"backdrop",4,2,0
"backed",6,8,0
"backers",1,3,0
"background",22,9,0
"backgrounds",4,3,0
"backing",4,8,0
"backlash",4,5,0
"backpack",1,1,0
"backs",1,6,0
"backwards",5,2,0
"backyard",6,7,0
"bacon",6,3,0
"bacteria",4,3,0
"bad",94,69,0
"bad?",2,1,0
"badly",3,6,0
"bag",38,24,0
"bagels",2,1,0
"baggage",1,2,0
"bags",11,11,0
"baguette",2,1,0
"bahrain",1,1,0
"bail",4,10,0
"bailey",1,3,0
"bailout",1,6,0
"bake",23,7,0
"baked",5,3,0
"baker",4,8,0
"baker's",2,2,0
"bakers",1,1,0
"bakery",5,2,0
"baking",25,11,0
"balance",30,21,0
"balanced",4,4,0
"balancing",1,4,0
"balding",1,1,0
"bali",4,1,0
"ball",22,51,0
"ballard",1,4,0
"balloon",5,3,0
"ballooned",2,2,0
"ballot",6,20,0
"ballroom",1,6,0
"balsamic",1,1,0
"baltimore",6,37,0
"ban",5,12,0
"banana",9,2,0
"bananas",1,2,0
"band",46,45,0
"band's",3,3,0
"bands",11,8,0
"banging",2,2,0
"bangladesh",1,1,0
"banished",1,1,0
"bank",16,57,0
